sentence,q1,q2,q3,q4,img_file
the girl is upside down on a bed,indoors,man-made,domestic,NA,1121416483.jpg
two girls with purple hair and a short-haired woman are smiling .,outdoors,man-made,other_unclear,NA,1126403094.jpg
an older woman smiles on as two pink-haired women talk .,outdoors,man-made,other_unclear,NA,1126403094.jpg
a mother and her two daughters having a happy moment .,outdoors,man-made,other_unclear,NA,1126403094.jpg
the lady in the green shirt is laughing .,outdoors,man-made,other_unclear,NA,1126403094.jpg
a woman and two girls dressed in pink .,outdoors,man-made,other_unclear,NA,1126403094.jpg
a man in a business suit talking on the phone and carrying a briefcase walking by a mirrored building .,outdoors,man-made,transportation_urban,NA,1126450961.jpg
"a man in a black suit and briefcase hurrying somewhere , while talking on his cellphone .",outdoors,man-made,transportation_urban,NA,1126450961.jpg
an asian man carrying a suitcase while talking on the phone and walking quickly .,outdoors,man-made,transportation_urban,NA,1126450961.jpg
a man in a suit is walking and carrying a briefcase .,outdoors,man-made,transportation_urban,NA,1126450961.jpg
a businessman in a suit is running .,outdoors,man-made,transportation_urban,NA,1126450961.jpg
a brown dog swims through water outdoors with a tennis ball in its mouth .,outdoors,natural,NA,body_of_water,1130369873.jpg
"a red dog , holding a ball , splashes through vegetation filled water .",outdoors,natural,NA,body_of_water,1130369873.jpg
a brown dog is running through neck-deep water carrying a tennis ball .,outdoors,natural,NA,body_of_water,1130369873.jpg
a brown dog splashes in the water while carrying a ball in its mouth .,outdoors,natural,NA,body_of_water,1130369873.jpg
"brown dog with tennis ball in mouth , in water and bushes .",outdoors,natural,NA,body_of_water,1130369873.jpg
"the little boy , in a short-sleeved shirt and shorts , is running outside .",outdoors,man-made,other_unclear,NA,1131340021.jpg
the little boy is wearing a black pinstripe shirt and walking on a deck .,outdoors,man-made,other_unclear,NA,1131340021.jpg
little boy in a striped shirt and brown shorts is running .,outdoors,man-made,other_unclear,NA,1131340021.jpg
young boy running outside on the pavement .,outdoors,man-made,other_unclear,NA,1131340021.jpg
a young boy runs while wearing sandals .,outdoors,man-made,other_unclear,NA,1131340021.jpg
a young man holds up a piece of wood and a chainsaw as presses a cigarette between his lips .,indoors,man-made,work_education,NA,113291048.jpg
a man carrying an electric saw and a square board inside of a shop .,indoors,man-made,work_education,NA,113291048.jpg
a boy in a gray hoodie holds up a chainsaw .,indoors,man-made,work_education,NA,113291048.jpg
a young man holding a huge chainsaw .,indoors,man-made,work_education,NA,113291048.jpg
a man holding a chainsaw .,indoors,man-made,work_education,NA,113291048.jpg
a man in a white shirt lays cement on a brick wall .,outdoors,man-made,domestic,NA,113637264.jpg
a bricklayer smoothing out concrete .,outdoors,man-made,domestic,NA,113637264.jpg
a man is happily laying bricks .,outdoors,man-made,domestic,NA,113637264.jpg
a man is putting up a wall .,outdoors,man-made,domestic,NA,113637264.jpg
a man is mortaring bricks .,outdoors,man-made,domestic,NA,113637264.jpg
"a man in a brown uniform reaching out from an industrial doorway , as if he is going to shut the door .",indoors,man-made,work_education,NA,11391827.jpg
a man is inside a truck looking out with his left arm in front of a door .,indoors,man-made,work_education,NA,11391827.jpg
a man in a brown shirt prepares to close the door .,indoors,man-made,work_education,NA,11391827.jpg
a delivery man exiting the back of a truck .,indoors,man-made,work_education,NA,11391827.jpg
a man opening a door and looking out .,indoors,man-made,work_education,NA,11391827.jpg
a girl holding a drink with a straw in it standing in front of a man kissing her on the cheek as she smiles .,indoors,man-made,recreation,NA,1140793239.jpg
a man in a blue t-shirt kisses a woman in a white tank top holding a drink at a bar .,indoors,man-made,recreation,NA,1140793239.jpg
a man in a blue shirt is kissing a woman in a white shirt on the cheek .,indoors,man-made,recreation,NA,1140793239.jpg
a man in a blue shirt is kissing a woman with blond-hair on the cheek .,indoors,man-made,recreation,NA,1140793239.jpg
a man is kissing a woman holding a drink .,indoors,man-made,recreation,NA,1140793239.jpg
"a group of people gather in a bar , and one man in a black shirt holds his arm and signals to the camera .",indoors,man-made,restaurant,NA,1141643526.jpg
"in a crowd of young people at a bar , a man stands displaying the rock and roll sign .",indoors,man-made,restaurant,NA,1141643526.jpg
"a man is making a "" rock "" gesture while standing on a stool in a crowded bar .",indoors,man-made,restaurant,NA,1141643526.jpg
a single man in a black t-shirt standing above the crowd at a busy bar .,indoors,man-made,restaurant,NA,1141643526.jpg
people enjoying drinks in a crowded bar .,indoors,man-made,restaurant,NA,1141643526.jpg
odd looking young adult playing around a large tree that has big roots .,outdoors,natural,NA,other_unclear,114474325.jpg
a guy with five girls out climbing on an old tree in a park area .,outdoors,natural,NA,other_unclear,114474325.jpg
people wearing costumes standing in front of a large tree .,outdoors,natural,NA,other_unclear,114474325.jpg
a man and a woman play on a tree while others look on .,outdoors,natural,NA,other_unclear,114474325.jpg
people play on a big tree .,outdoors,natural,NA,other_unclear,114474325.jpg
a young girl with glasses is kneeling on a stone ledge in front of a mud-filled bucket .,outdoors,man-made,recreation,NA,1144946743.jpg
"a little girl kneels on a ledge at the edge of a fence , with a bucket in front of her .",outdoors,man-made,recreation,NA,1144946743.jpg
a young girl with brown hair and glasses is kneeling near a bucket and fence .,outdoors,man-made,recreation,NA,1144946743.jpg
a young lady sits in front of a fence with a bucket .,outdoors,man-made,recreation,NA,1144946743.jpg
a girl with dirty hands seems to be happy outside .,outdoors,man-made,recreation,NA,1144946743.jpg
"a young man wearing a baseball cap brushes at the base of a statue of jesus christ , during the day .",outdoors,man-made,recreation,NA,1145718750.jpg
a young boy dusts and cleans bronze statues at his summer job .,outdoors,man-made,recreation,NA,1145718750.jpg
a young man cleaning a statue with a brush .,outdoors,man-made,recreation,NA,1145718750.jpg
a man in a red shirt is painting a statue .,outdoors,man-made,recreation,NA,1145718750.jpg
a person wearing a hat cleaning a statute .,outdoors,man-made,recreation,NA,1145718750.jpg
a construction worker in jeans is standing on a scaffold holding on to a metal frame with a city backdrop .,outdoors,man-made,other_unclear,NA,1148889628.jpg
workman standing on scaffolding against the new york city skyline .,outdoors,man-made,other_unclear,NA,1148889628.jpg
a man stands on a scaffold his back facing away looking at a city .,outdoors,man-made,other_unclear,NA,1148889628.jpg
a construction worker is building scaffolding for the job .,outdoors,man-made,other_unclear,NA,1148889628.jpg
a construction worker assembles a scaffold .,outdoors,man-made,other_unclear,NA,1148889628.jpg
five asian doctors in green hospital scrubs and masks having a discussion over what appears to be an ongoing operation .,indoors,man-made,work_education,NA,115125072.jpg
a five person surgical team is about to perform an operation in a hospital .,indoors,man-made,work_education,NA,115125072.jpg
doctors wearing green scrubs are performing surgery on a patient,indoors,man-made,work_education,NA,115125072.jpg
group of doctors wearing green outfit perform a surgery .,indoors,man-made,work_education,NA,115125072.jpg
medical professionals are wearing green scrubs .,indoors,man-made,work_education,NA,115125072.jpg
a young girl wears a shirt and shorts as she plays in the ocean 's surf .,outdoors,natural,NA,body_of_water,1151466868.jpg
a small girl spins in the waves in the bright sun .,outdoors,natural,NA,body_of_water,1151466868.jpg
girl running through the water near the shore .,outdoors,natural,NA,body_of_water,1151466868.jpg
the little girl splashes through the water .,outdoors,natural,NA,body_of_water,1151466868.jpg
a young girl plays in shallow water .,outdoors,natural,NA,body_of_water,1151466868.jpg
a young girl wearing a blue shirt marching in a band playing a trumpet,outdoors,man-made,recreation,NA,1153704539.jpg
girl wearing blue shirt and black shorts plays trumped outside .,outdoors,man-made,recreation,NA,1153704539.jpg
a teenager plays her trumpet on the field at a game .,outdoors,man-made,recreation,NA,1153704539.jpg
a girl playing trumpet in a marching band .,outdoors,man-made,recreation,NA,1153704539.jpg
girl playing the trumpet in a marching band,outdoors,man-made,recreation,NA,1153704539.jpg
a man in a baseball cap cleans out a blue colored pit outside where colorful christmas lights hang above him .,outdoors,man-made,recreation,NA,1158897994.jpg
a man in a baseball tee-shirt is sweeping what appears to be an empty pond in a festive looking backyard .,outdoors,man-made,recreation,NA,1158897994.jpg
"a man is sweeping a large blue surface that has "" rock bowl "" written on it .",outdoors,man-made,recreation,NA,1158897994.jpg
a man is sweeping the bottom of an empty shallow pool .,outdoors,man-made,recreation,NA,1158897994.jpg
"guy in a hat , he is cleaning out an empty pool .",outdoors,man-made,recreation,NA,1158897994.jpg
a barefoot young girl in a pink gown is asleep on a hard wood floor cuddling her baby doll .,indoors,man-made,domestic,NA,115903799.jpg
"a little girl dressed in a princess costume , asleep on a wood floor .",indoors,man-made,domestic,NA,115903799.jpg
there is a girl in all pink sleeping on the floor with her dolls .,indoors,man-made,domestic,NA,115903799.jpg
a girl sleeping with a baby doll wearing a princess costume,indoors,man-made,domestic,NA,115903799.jpg
a child dressed in a princess outfit sleeping .,indoors,man-made,domestic,NA,115903799.jpg
blond woman driving a red bicycle carriage holds the tip of her hat and poses for the camera with a customer seated in the back .,outdoors,man-made,transportation_urban,NA,1163297375.jpg
"a girl wearing a striped shirt , plaid shorts , and a baseball hat is on a bike , pulling a man in a red cart with a black top .",outdoors,man-made,transportation_urban,NA,1163297375.jpg
a blond girl in plaid shorts is driving a bearded man around the city in a bicycle taxi .,outdoors,man-made,transportation_urban,NA,1163297375.jpg
a woman with a baseball cap on riding a bike while pulling a man sitting in a cart .,outdoors,man-made,transportation_urban,NA,1163297375.jpg
