ID,Sentence,Verb,Lemma,PropBank Role (n),q1,q2,q3,q4
348,a young girl with brown hair and glasses is kneeling near a bucket and fence .,kneel-01,kneel,N/A,outdoors,man-made,recreation,NA
349,a young lady sits in front of a fence with a bucket .,sit-01,sit,2,outdoors,man-made,recreation,NA
350,a girl with dirty hands seems to be happy outside .,seem-01,seem,N/A,outdoors,man-made,recreation,NA
351,"a young man wearing a baseball cap brushes at the base of a statue of jesus christ , during the day .",wear-01,wear,N/A,outdoors,man-made,recreation,NA
353,a young man cleaning a statue with a brush .,clean-01,clean,N/A,outdoors,man-made,recreation,NA
354,a man in a red shirt is painting a statue .,paint-02,paint,N/A,outdoors,man-made,recreation,NA
356,a construction worker in jeans is standing on a scaffold holding on to a metal frame with a city backdrop .,stand-01,stand,N/A,outdoors,man-made,other_unclear,NA
357,workman standing on scaffolding against the new york city skyline .,stand-01,stand,2,outdoors,man-made,other_unclear,NA
358,a man stands on a scaffold his back facing away looking at a city .,stand-01,stand,N/A,outdoors,man-made,other_unclear,NA
359,a construction worker is building scaffolding for the job .,build-01,build,N/A,outdoors,man-made,other_unclear,NA
360,a construction worker assembles a scaffold .,assemble-01,assemble,N/A,outdoors,man-made,other_unclear,NA
361,five asian doctors in green hospital scrubs and masks having a discussion over what appears to be an ongoing operation .,discuss-01,discuss,N/A,indoors,man-made,work_education,NA
362,a five person surgical team is about to perform an operation in a hospital .,perform-02,perform,N/A,indoors,man-made,work_education,NA
363,doctors wearing green scrubs are performing surgery on a patient,surgery-01,surgery,N/A,indoors,man-made,work_education,NA
364,group of doctors wearing green outfit perform a surgery .,surgery-01,surgery,N/A,indoors,man-made,work_education,NA
365,medical professionals are wearing green scrubs .,wear-01,wear,N/A,indoors,man-made,work_education,NA
366,a young girl wears a shirt and shorts as she plays in the ocean 's surf .,wear-01,wear,N/A,outdoors,natural,NA,body_of_water
367,a small girl spins in the waves in the bright sun .,spin-01,spin,N/A,outdoors,natural,NA,body_of_water
369,the little girl splashes through the water .,splash-01,splash,N/A,outdoors,natural,NA,body_of_water
370,a young girl plays in shallow water .,play-01,play,N/A,outdoors,natural,NA,body_of_water
372,girl wearing blue shirt and black shorts plays trumped outside .,play-01,play,N/A,outdoors,man-made,recreation,NA
373,a teenager plays her trumpet on the field at a game .,play-11,play,N/A,outdoors,man-made,recreation,NA
376,a man in a baseball cap cleans out a blue colored pit outside where colorful christmas lights hang above him .,clean-out-03,clean,N/A,outdoors,man-made,recreation,NA
377,a man in a baseball tee-shirt is sweeping what appears to be an empty pond in a festive looking backyard .,sweep-01,sweep,N/A,outdoors,man-made,recreation,NA
378,"a man is sweeping a large blue surface that has "" rock bowl "" written on it .",sweep-01,sweep,N/A,outdoors,man-made,recreation,NA
379,a man is sweeping the bottom of an empty shallow pool .,sweep-01,sweep,N/A,outdoors,man-made,recreation,NA
381,a barefoot young girl in a pink gown is asleep on a hard wood floor cuddling her baby doll .,sleep-01,sleep,N/A,indoors,man-made,domestic,NA
385,a child dressed in a princess outfit sleeping .,sleep-01,sleep,N/A,indoors,man-made,domestic,NA
388,a blond girl in plaid shorts is driving a bearded man around the city in a bicycle taxi .,drive-01,drive,N/A,outdoors,man-made,transportation_urban,NA
390,a girl driving a rickshaw at night with a man as her passenger .,drive-01,drive,N/A,outdoors,man-made,transportation_urban,NA
391,a man in a red shirt and glasses is bending down towards a small dog on a blanket with several stuffed animals .,bend-01,bend,N/A,indoors,man-made,domestic,NA
392,a man playing with his dog on the blanket on the floor .,play-01,play,N/A,indoors,man-made,domestic,NA
393,a man in a red shirt is giving toys to a small dog .,give-01,give,N/A,indoors,man-made,domestic,NA
394,a man playing with a black dog on a white blanket .,play-01,play,N/A,indoors,man-made,domestic,NA
395,a man is playing tug-of-war with his dog .,play-01,play,N/A,indoors,man-made,domestic,NA
398,an older lady is sitting on a flower chair reading a book .,sit-01,sit,2,indoors,man-made,domestic,NA
399,old lady sitting in a room full of flowers .,sit-01,sit,2,indoors,man-made,domestic,NA
400,a grandmother sitting in her room .,sit-01,sit,2,indoors,man-made,domestic,NA
401,a young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area .,demonstrate-01,demonstrate,N/A,outdoors,man-made,recreation,NA
402,young man showing off by performing a karate move for surprised girl .,show-off-03,show,N/A,outdoors,man-made,recreation,NA
403,a young man is performing gymnastics to impress a young woman .,perform-01,perform,N/A,outdoors,man-made,recreation,NA
404,showing one how to do a jump withe being watched .,show-01,show,N/A,outdoors,man-made,recreation,NA
406,a man standing in a bar with a neon beer sign hanging on the wall,stand-01,stand,N/A,indoors,man-made,recreation,NA
407,a man stands next to three video game machines and a beer sign .,stand-01,stand,2,indoors,man-made,recreation,NA
408,a man stands next to a bank of computer gambling machines .,stand-01,stand,2,indoors,man-made,recreation,NA
409,a man is standing by a group of video games in a bar .,stand-01,stand,2,indoors,man-made,recreation,NA
410,a man stands next to three video machines .,stand-01,stand,2,indoors,man-made,recreation,NA
411,closeup of man with glasses blowing a bubble gum bubble in a dimly lit room with a faint ceiling light in the background .,close-up-10,close,N/A,indoors,man-made,domestic,NA
412,a balding man with glasses is blowing a bubble gum bubble in a dimly lit room .,blow-01,blow,N/A,indoors,man-made,domestic,NA
413,a man wearing glasses is blowing a bubble out of bubble gum in a house .,blow-01,blow,N/A,indoors,man-made,domestic,NA
414,a white male wearing glasses is blowing a bubble in a house .,blow-01,blow,N/A,indoors,man-made,domestic,NA
415,a man in glasses is blowing a bubble with bubble gum .,blow-01,blow,N/A,indoors,man-made,domestic,NA
417,a group of people in business casual clothes sitting on blue chairs arranged in a circle around a laptop .,sit-01,sit,2,indoors,man-made,work_education,NA
418,"group of people sitting in a circle , with a laptop in the middle",sit-01,sit,2,indoors,man-made,work_education,NA
421,a small boy smiles as he stands with others wearing the same black hats .,smile-01,smile,N/A,outdoors,man-made,recreation,NA
422,the boys are all wearing the same baseball hats .,wear-01,wear,N/A,outdoors,man-made,recreation,NA
423,children sporting their florida dolphin caps .,sport-01,sport,N/A,outdoors,man-made,recreation,NA
424,a boys baseball team wear their uniforms .,wear-01,wear,N/A,outdoors,man-made,recreation,NA
425,three boys wearing florida marlins hats .,wear-01,wear,N/A,outdoors,man-made,recreation,NA
427,three men and two women walk down an outdoor hallway past a man sitting on a step reading a newspaper .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
428,an old man is sitting on a stoop while people walk towards him with groceries .,sit-01,sit,2,outdoors,man-made,transportation_urban,NA
429,an old man is reading the paper despite crushing feelings of loneliness .,read-01,read,N/A,outdoors,man-made,transportation_urban,NA
430,a group of people walks home carrying plastic shopping bags .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
431,"two soccer players , one wearing a white uniform and the other in red , try to reach the soccer ball first .",try-01,try,N/A,outdoors,man-made,recreation,NA
432,"a soccer player in a red uniform goes after the ball , fending off a player in white .",go-03,go,N/A,outdoors,man-made,recreation,NA
433,"two soccer players , one in red , the other in white , racing towards a soccer ball .",race-01,race,N/A,outdoors,man-made,recreation,NA
434,two male soccer players on opposing teams are trying to get the soccer ball .,try-01,try,N/A,outdoors,man-made,recreation,NA
435,two football players chase after a the ball .,chase-01,chase,N/A,outdoors,man-made,recreation,NA
436,a man in a white shirt with hot pads on is holding a tray with a variety of breads with a wooden fence behind him .,hold-01,hold,N/A,outdoors,man-made,domestic,NA
437,"a young guy , probably in his early twenties , shows off his culinary skills with pride .",show-off-03,show,N/A,outdoors,man-made,domestic,NA
438,a blond man shows off his freshly baked bread with a wide smile .,show-off-03,show,N/A,outdoors,man-made,domestic,NA
439,a teenage boy stands in a backyard holding a tray of bread .,stand-01,stand,N/A,outdoors,man-made,domestic,NA
440,a man shows what he has baked .,show-01,show,N/A,outdoors,man-made,domestic,NA
442,one young boy sliding down a sandy hill on his stomach .,slide-01,slide,N/A,outdoors,natural,NA,body_of_water
443,a boy in a red shirt sledding down a sand dune .,sled-01,sled,N/A,outdoors,natural,NA,body_of_water
444,a child is sliding down a hill on a sled .,slide-01,slide,N/A,outdoors,natural,NA,body_of_water
446,"a man with a determined look on his face holds a small wooden hammer while wearing a bib displaying a large red crab , another red crustacean held in his hand while another man sits and holds some food behind him .",contrast-01,contrast,N/A,indoors,man-made,restaurant,NA
447,a man wearing a bib with a red crab on it is trying to decide if he wants to eat a boiled crab .,try-01,try,N/A,indoors,man-made,restaurant,NA
449,"a man wearing a plastic bib with a crab on it , holds up a wooden hammer .",hold-01,hold,N/A,indoors,man-made,restaurant,NA
451,a man in a black shirt and jeans walks beside a woman in black pants and a flowery shirt in front of a refreshment stand with others walking nearby .,walk-01,walk,N/A,outdoors,man-made,transportation_urban,NA
452,a woman with a floral shirt and purse and a man with a black shirt are walking while another man walks behind them .,walk-01,walk,N/A,outdoors,man-made,transportation_urban,NA
453,a man and woman standing in front of a refreshment stand,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
455,a man and a woman walk outside .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
456,a crowd of people are sitting on a bench beside a white statue of a man 's head in a park like setting while four pigeons look on .,sit-01,sit,2,outdoors,man-made,recreation,NA
457,"a group of men , women , and children is clustered in a sunny area with benches and a statue .",cluster-01,cluster,N/A,outdoors,man-made,recreation,NA
458,a group of people are sitting on benches at a park with pigeons walking around .,sit-01,sit,2,outdoors,man-made,recreation,NA
459,a family is sitting outside enjoying themselves in a park area .,sit-01,sit,N/A,outdoors,man-made,recreation,NA
460,kids play around a statue bust outside .,play-01,play,N/A,outdoors,man-made,recreation,NA
461,"a man in a striped red polo shirt , tan khakis , and a nike visor is surrounded by a crowd of onlookers as he finishes a golf swing .",surround-01,surround,N/A,outdoors,man-made,recreation,NA
462,"surrounded by spectators , a man in a red shirt , white pants and visor , swings a golf club .",swing-01,swing,N/A,outdoors,man-made,recreation,NA
463,a golfer wearing a striped red polo shirt and white pants watches his drive after swinging .,watch-01,watch,N/A,outdoors,man-made,recreation,NA
464,golfer takes a swing at the ball as spectators watch .,swing-02,swing,N/A,outdoors,man-made,recreation,NA
466,"some people with black belts , or black and red belts , are performing martial arts on a green mat .",perform-01,perform,N/A,outdoors,man-made,recreation,NA
467,a group of people in white coats and black pants with bare feet are standing on a green mat .,stand-01,stand,N/A,outdoors,man-made,recreation,NA
469,a young boy is practicing martial arts with other classmates .,practice-01,practice,N/A,outdoors,man-made,recreation,NA
470,a group of men are practicing martial arts on a green mat .,practice-01,practice,N/A,outdoors,man-made,recreation,NA
472,"closeup of a man in a bar , holding his glasses slanted in front of his face .",close-up-07,close,N/A,indoors,man-made,restaurant,NA
