Original Sentence,Processed Sentence
"['Two men hiked in barren terrain, taking a pause on rocks.']","['When two men hiked, they paused on a rock.']"
['Someone looking out the window watching as the next house drove by and the mailman delivered it looked on.'],['Someone looking out of their window watching as the next house drove by and the mailman delivered.']
['The woman stood next to the road where the car was blurry.'],['The woman stood.']
"['And a man with a yellow house and a blue checker shirt and jeans climbed up the pole along the side, approaching a clay tile roof.']","['And a man with a yellow house, a blue checker shirt and jeans approached the pole, a man with a blue house, climbed up the pole.']"
"['And most wear some type of hat or red clothing, and the crowd is seated together.']","['And most wear some type of hat or clothing, seating together in a crowd of people.']"
"['On the background wall was a poster about blood cells, but a black man in a dress shirt looked at a microscope.']",['But the black man in dress shirt looked like a microscope.']
skip_because_no_change,skip
"['On a motorcycle, people in blue, white and red helmets sit in their helmets.']","['Sitting in blue, white and red helmets.']"
['The young boy in his overalls was sleeping with stuffed brown animals in his hands.'],"['Sleeping with stuffed brown animals, young boys held by their hands.']"
"['In the outdoor street scene, a large crowd assembled, with women walking on pink bicycles in the foreground and seeing toys balloons.']",['A large crowd assembled with women walking and seeing toys balloons.']
"['A young boy stood in a playground seat on a swing, blue background.']",['The young boy stood.']
skip_because_no_change,skip
"['And in the background, canoes and men sit in tents on the shore.']",['And there were men in canoes and tents sitting.']
['A sweatshirt-wearing man read alaska at a cigarette stand and lottery ticket.'],['A man in a sweatshirt read alaska.']
"[""And strawberry refreshment punches and a lovely new white and pink cake holding a mother's baby shower.""]","[""And strawberry punch for refreshment punches and lovely new cake for holding people's baby showers.""]"
['Two white men and one Asian woman played cards in the hallway of the train.'],['Two white men and one Asian woman play cards.']
skip_because_no_change,skip
skip_because_no_change,skip
skip_because_no_change,skip
skip_because_no_change,skip
['And the man in another door stood open the trunk door and the woman sat next to her suv.'],"['And the man stood, the woman next to him sat down.']"
"['And as one group of people watched another perform, the dog and the group of people sat in the bleacher of a basketball court.']","['And the dog and the group of people were watching one another perform, sitting on the dog.']"
skip_because_no_change,skip
"['Two children on a wood floor, knees and hands.']",['Two children.']
skip_because_no_change,skip
"['When the other tents were already set up, a man in a winter coat held the tents on the ground, with ski poles and a pack.']",['Tents were held when other tents were already set up.']
['The whisk walking girl in blue beaters used to make brownies.'],['The whisk walking girl in blue beaters used to make brownies.']
"['A man pulled by a white horse in a red hat and blue shirt rode on the back of a cart filled with hay, riding in the back.']",['The man was riding in white horses pulling his red hat and blue shirt.']
['The woman was greeted enthusiastically by a golden retriever as a little dog walked towards the camera.'],"['When a little dog walked by a golden retriever, the woman was greeted enthusiastically.']"
"['In the store, and looking at the small picture, the oriental girl and the three women bought a small one.']","['And the small picture looked like this: an oriental girl and three women, and they bought it.']"
skip_because_no_change,skip
"['And the camera faces the opposite way, sitting in the car with a woman and a man.']",['And the women and the man face the opposite way of the camera and sit.']
['And one of the Americans phoned in with three young ladies on the subway train.'],"['And one of them contacted a young lady, three of whom were American.']"
"['On sunny days, two women and three men stood facing the ocean.']","['On sunny days, two women and three men stood.']"
"['And the women, standing in front of a register found often in supermarkets, handed over white items in the shopping basket where there were other items.']","['And a woman handed a white item, and a young boy stood.']"
"['When coworkers are working on the road, they hold stop signs for their coworkers.']","['During work, there were signs that said ""stop"".']"
['And the red and yellow woman walked down the street with shopping bags smoking cigarettes.'],['And a red and yellow woman walks down the street with shopping bags smoking cigarettes.']
skip_because_no_change,skip
['The baby girl in a light pink and blue dress leans on a stone platform outdoors.'],['The baby girl in a light pink and blue dress leans in.']
skip_because_no_change,skip
"[""And he smiled closed, and the younger brother's eyes had a younger brother, a birthday cake sliced with sprinklers sitting on a table with an empty beer mug.""]",['And he smiled closed--the more eyed people had a sitting on a birthday cake sliced with sprinkles.']
"['But one man, looking for a cooking pot, stood outdoors, holding a piece of paper.']","['But one man, looking for a cooking pot, stood outdoors, holding a piece of paper.']"
